diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Q815296,Q815296, , , , , , , , , , , , , , , , , , , , 
Q816912,Q816912, , , , , , , , , , , , , , , , , , , , 
Q820818,Q820818, , , , , , , , , , , , , , , , , , , , 
hiponatremia,Q824292, , , , , , , , , , , , , , ,C0020625,D007010,C37976,https://eu.wikipedia.org/wiki/Hiponatremia,Odolean ohikoa baino sodio-kontzentrazio txikiagoa izatea, 
Q826918,Q826918, , , , , , , , , , , , , , ,C0005937,D001845, , , , 
Q827216,Q827216, , , , , , , , , , , , , , , , , , , , 
Q829876,Q829876, , , , , , , , , , , , ,370.24,H16.13,C0155078, ,C118750, , , 
Hiperplasia,Q835051, , , , , , , , , , , , , , ,C0020507,D006965,C3113,https://eu.wikipedia.org/wiki/Hiperplasia,Organo bat osatzen duten zelulen kopurua areagotzeagatik gertatzen den organoaren bolumen handitzea, 
Q835718,Q835718, , ,Q417640,Q417640, , , , , , , , , , , ,D009894, , , , 
heste minberaren sindrome,Q838966,"Q102186744,Q4927059,beherako,idorreri","Q102186744,Q178436,Q40878,Q4927059","Gammaglobulina,Hiosziamina,Q2569888,Q2662662,Q3275451,Q348260,Q3832559,Q412479,Q416073,Q416463,Q418167,Q423751,Q44944,Q6695342,Q7226181","Q2569888,Q2662662,Q3275451,Q348260,Q3832559,Q412479,Q413762,Q415264,Q416073,Q416463,Q418167,Q423751,Q44944,Q6695342,Q7226181", , , , , , ,"Sigmoidoskopia,kolonoskopia,miaketa fisiko","Q835153,Q840387,Q941169",564.1,"K58,K58.9",C0022104,D043183,C82343,https://eu.wikipedia.org/wiki/Heste_minberaren_sindrome,sintoma digestiboen multzoa,heste minbera
Q840004,Q840004, , , , , , , , , , , , ,"445,459.89",I75,C0149649,D017700, , , , 
estrasistole,Q840646, , , , , , , , , , , , , , ,C0340464,D005117, , ,"Bihotzaren uzkurdura goiztiarra, batzuetan min arina eman ohi duena", 
metritis,Q840910, , , , , , , , , , , , , , , , , , ,Umetokiko hantura, 
arteria koronarioetako gaixotasun,Q844935, , ,"Atorbastatina,Q10354103,Q1240093,Q1243800,Q15623825,Q2295855,Q277785,Q3294635,Q3790542,Q384295,Q415366,Q417740,Q417942,Q418006,Q419724,Q423439,Q5037872,Q5268499,Q899036,klofibrato,sinbastatina","Q10354103,Q1240093,Q1243800,Q15623825,Q2295855,Q2701912,Q277785,Q3294635,Q3790542,Q384295,Q415366,Q417740,Q417942,Q418006,Q419724,Q423439,Q5037872,Q5268499,Q668093,Q670131,Q899036", , ,Q662860,Q662860,Arteriosklerosi,Q184559, , ,"410-414.99,414.0,414.00,414.9","I20-I25,I25,I25.1,I25.10,I25.9,K76.1","C0010054,C0010068,C0151744,C0264694,C1956346",D003324,"C26732,C35505,C50625",https://eu.wikipedia.org/wiki/Arteria_koronarioetako_gaixotasun, ,"gaixotasun koronario,koronariopatia"
Couvade,Q852094, , , , , , , , , , , , , , , , , , , ,"Couvade sindromea,Kobada"
Q856736,Q856736, , , , , , , , , , , , , , , , , , , , 
Q861814,Q861814, , , , , , , , , , , , , , ,C1167663, , , , , 
Q863710,Q863710, , , , , , , , , , , , , ,A51.31,C0275828, , , , , 
Q864028,Q864028, , , , , , , , , , , , , , , , , , , , 
Q864868,Q864868, , , , , , , , , , , , , , ,C0280962, , , , , 
Kokzidioidomikosi,Q868137,"artritis,konjuntibitis","Q167844,Q170990","B anfoterizina,Flukonazol,Q248466,Q407883,Q411229","Q248466,Q407883,Q411229,Q411478,Q412223", , , , , , , , ,"114,114.9","B38,B38.9",C0009186,D003047,C84642,https://eu.wikipedia.org/wiki/Kokzidioidomikosi, , 
Q870891,Q870891, , , , , , , , , , , , , ,C16.9, ,D008039, , , , 
Peyronieren gaixotasun,Q874586,Zutitzearen disfuntzio,Q184674, , , , ,Q662860,Q662860, , , , ,607.85,N48.6,C0030848,D010411,C3316,https://eu.wikipedia.org/wiki/Peyronieren_gaixotasun, , 
Q877827,Q877827, , , , , , , , , , , , ,250.1, ,C0011880,D016883,C50530, , , 
Q885574,Q885574, , , , , , , , , , , , , ,Q27.8,C0346072,C536240,C4486, , , 
Q886810,Q886810, , , , , , , , , , , , , , ,C1135352, , , , , 
Koagulopatia,Q890200, , ,"Menadiona,Q192430,Q418666","Q192430,Q192471,Q418666", , , , , , , , ,"286,286.9,287.8",D68.9,C0005779,D001778,C2902,https://eu.wikipedia.org/wiki/Koagulopatia, , 
Q895414,Q895414, , , , , , , , ,Giza papilomaren birus,Q184627, , ,447.8, ,C0334106, ,C8374, , , 
Q905389,Q905389, , , , ,"Q5808337,Q67951467","Q5808337,Q67951467", , , , , , , , ,C4023317, , , , , 
Q917069,Q917069, , , , , , , , , , , , ,728.88, ,C0035410,D012206,C118318, , , 
hesteetako hanturazko gaixotasun,Q917447, , ,"Azido kromogliziko,Q5132472","Q416427,Q5132472", , , , , , , , , , ,C0021390,D015212,C3138,https://eu.wikipedia.org/wiki/Hesteetako_hanturazko_gaixotasun, ,"HHG,Hesteetako hanturazko gaixotasuna"
onikomikosi,Q917620, , ,"Q411229,Q415259,Q419468","Q411229,Q415259,Q419468", , , , , , , , , , ,C0040261,D014009,C112214,https://eu.wikipedia.org/wiki/Onikomikosi,"Azazkalen infekzioa, onddoek sortutakoa", 
Q920766,Q920766, , , , , , , , , , , , , , , ,D018614, , , , 
Q922215,Q922215, , , , , , , , , , , , , , , , , , , , 
Q922971,Q922971, , , , , , , , ,infekzio,Q166231, , ,370.8,"B60.1+,H19.2*","C0000880,C0033129",D015823,C50450, , , 
Q923164,Q923164, , , , , , , , , , , , , , ,"C0003550,C0917814",D001039, , , , 
Q932899,Q932899, , , , , , , , , , , , , ,E03.1,C0270958, , , , , 
Q933444,Q933444, , , , , , , , , , , , , , ,C0022134, , , , , 
hipokaltzemia,Q936382, , , , , , , , , , , , , , ,C0020598,D006996,C37973, ,Odoleko kaltzio-kantitatea txikiagotzea, 
Q936417,Q936417, , , , , , , , , , , , , , ,C0030472,D010257,C3311, , , 
Osteomielitis,Q938983, , ,"Dikloxazilina,Q1638852,Q418725,Q4727167,Ziprofloxazino,kloxazilina,metizilina","Q1638852,Q2313471,Q256602,Q409262,Q418725,Q422219,Q4727167", , , , , , , , ,"730.1,730.10", ,"C0008707,C0029443,C2242472",D010019,C27577,https://eu.wikipedia.org/wiki/Osteomielitis, ,Osteomielitisa
eritrasma,Q939261, , ,Eritromizina,Q213511, , , , ,infekzio,Q166231, , ,041.85,L08.1, ,D004894, , ,"Azaleko gaixotasuna, besapeko eta iztaietako tolesturetan batik bat azaltzen dena. Minik ematen ez duen plaka gorrixka eragiten du. Garai batean mikosia zela uste bazen ere, bazilo baten eraginez sortzen dela frogatu da", 
Q941770,Q941770,Odoljario,Q166019,"Q412479,zeftriaxona","Q412479,Q421713", , , , ,Neisseria gonorrhoeae,Q131129, , ,569.49,K62.89, ,D011349,C38011, , , 
folikulitis,Q942755, , , , , , , , , , , , ,704.8, ,C0016436,D005499,C94408, ,"Ile-folikulu baten hantura, aknea edo oilaurrak sor ditzakeena", 
Q944142,Q944142, , , , , , , , ,buruko gaitz,Q12135,Q7388493,Q7388493, , ,C2364109,D059020,C80102, , , 
Q954625,Q954625, , ,"Dezitabina,Filgrastim,Ipilimumab,Q1235195,Q180983,Q23671272,Q411588,Q416451,Q419618,Q425681,Q5251502,Q5383794,Q7041828,Q7383611,Q749664,Q905901,Talidomida,ziklosporina","Q1181878,Q1235195,Q180983,Q203174,Q23671272,Q2459042,Q3151081,Q367700,Q411588,Q416451,Q419618,Q425681,Q5251502,Q5383794,Q7041828,Q7383611,Q749664,Q905901", , , , , , , , ,"238.7,238.75", ,"C0026985,C0026986,C1851971,C2713368,C3463824",D009190,C3247, , , 
Q955454,Q955454, , , , , , , , , , , , , , ,"C0239137,C3549698",D060906, , , , 
albuminuria,Q974792, , , , , , , , , , , , , , ,C0001925,D000419, ,https://eu.wikipedia.org/wiki/Albuminuria,"Gernuan albumina egotea (gaur egun proteinuria erabiltzera jotzen da, albuminaz gain gernuan beste proteina batzuk ere ager daitezkeelako)", 
garuneko edema,Q979168, , ,"Q1890796,Q27278862,dexametasona,manitol","Q1890796,Q27278862,Q407646,Q422252",Hidrozefalia,Q193003, , , , , , ,348.5, ,"C0006114,C1527311",D001929, , , , 
Q980926,Q980926,"Ahultasun muskular,miokarditis,sukar","Q186235,Q270421,Q38933","Q411648,Q412323,Q4567614,metotrexato,prednisolona","Q11426176,Q411648,Q412323,Q422232,Q4567614",Poliomielitis,Q12195, , ,Gaixotasun autoimmune,Q8084905,"Elektromiografia,Erresonantzia magnetiko bidezko irudigintza,Q2094702,Q73401885,Q90834779","Q161238,Q2094702,Q507369,Q73401885,Q90834779",710.4,M33.2,C0085655,D017285,C26925, , , 
Q991897,Q991897, , , , , , , , ,Sacbrood virus,Q18965366, , , , , , , , , , 
Fibrilazio,Q1001150, , , , , , , , , , , , , , ,C0232197, , ,https://eu.wikipedia.org/wiki/Fibrilazio, , 
Q1003534,Q1003534, , , , , , , , , , , , , , , , , , , , 
Q1016288,Q1016288, , , , , , , , , , , , , , ,C2242690, , , , , 
Q1022635,Q1022635, , , , , , , , , , , , , , ,C0403434, , , , , 
Pedofilia,Q8388, , , , ,"Q111746044,Q1191575","Q111746044,Q1191575", , , , , , ,302.2,F65.4,C0030764,D010378,C94355,https://eu.wikipedia.org/wiki/Pedofilia, , 
Q18638,Q18638, , , , , , , , , , , , , , , , , , , , 
Identitate disoziatuaren nahasmendu,Q18657, , , , ,"Alter ego,Nortasunaren nahasmendu antisozial,Psikosi,Q2053759,Q64825337,Q65048168,Q7933601,eskizofrenia,nortasunaren nahasmendu","Q118418,Q170082,Q201662,Q2053759,Q270673,Q41112,Q64825337,Q65048168,Q7933601", , ,"Q55607365,trauma psikiko","Q55607365,Q654426","Galde sorta,Q193181,elkarrizketa","Q178651,Q193181,Q747810",300.14,F44.81,C0026773,D009105,C94330,https://eu.wikipedia.org/wiki/Identitate_disoziatuaren_nahasmendu, , 
eskizofrenia,Q41112,"Psikosi,Q57859955","Q170082,Q57859955","Karbamazepina,Q144085,Q1452256,Q1752915,Q205517,Q226905,Q2608288,Q27278051,Q2924764,Q2938837,Q407988,Q411188,Q418192,Q418785,Q418913,Q4199443,Q423292,Q423520,Q423809,Q4673284,Q5045786,Q50824517,Q567927,Q58614,Q593166,Q6821618,erreserpina,errisperidona,flufenazina,flupentixol,haloperidol,klorpromazina,klozapina,olantzapina,tioridazina","Q144085,Q1452256,Q1752915,Q201872,Q205517,Q221361,Q226905,Q251347,Q2608288,Q27164953,Q27278051,Q2924764,Q2938837,Q407841,Q407972,Q407988,Q410412,Q411188,Q412443,Q418192,Q418785,Q418913,Q4199443,Q423292,Q423520,Q423809,Q4673284,Q5045786,Q50824517,Q567927,Q58375,Q58376,Q58614,Q593166,Q6821618","Identitate disoziatuaren nahasmendu,nortasunaren nahasmendu eskizoide","Q18657,Q498237", , , , , , ,"295,295.9,295.90","F20,F20.9",C0036341,D012559,C3362,https://eu.wikipedia.org/wiki/Eskizofrenia,Buruko gaixotasun mota bat, 
Q127770,Q127770, , , , , , , , , , , , , , , , , , , , 
malenkonia,Q192077, , , , ,"Q13512178,Q30038761,Q80149","Q13512178,Q30038761,Q80149", , , , , , ,296.90, , , , ,https://eu.wikipedia.org/wiki/Malenkonia, , 
Q477502,Q477502,"Q1640582,Q1938569,Q2723947,Q3316140,Q6010868,amesgaizto,herstura","Q154430,Q1640582,Q192692,Q1938569,Q2723947,Q3316140,Q6010868", , ,"Autismo,Mugako nortasunaren nahasmendu","Q208166,Q38404", , ,"Familia-indarkeria,Haurren tratu txar,Q1931511,gizakien salerosketa","Q156537,Q167191,Q181784,Q1931511", , , , ,C2733207, , , , , 
Q917061,Q917061, , , , ,Q67135649,Q67135649, , , , , , , , ,C0233696, , , , , 
Q941225,Q941225, , , , , , , , , , , , , , , , , , , , 
Q955922,Q955922, , , , , , , , , , , , , , , , , , , , 
Megalomania,Q987664, , , , ,Q4280499,Q4280499, , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Megalomania, , 
Q1001920,Q1001920, , , , , , , , ,"Droga psikodeliko,haluzinogeno","Q194270,Q2314176", , , , , , , , , , 
Jerusalemgo sindrome,Q1124410, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Jerusalemgo_sindrome, , 
Q1200256,Q1200256,"Azkura,Eldarnio,Hipokondria,Q939378","Q105434,Q189643,Q199602,Q939378", , , , , , ,ezezaguna,Q24238356, , , , , ,D063726, , , , 
Q1298422,Q1298422, , , , ,Q11856926,Q11856926, , , , , , , , ,C0233695, , , , , 
Q1299035,Q1299035, , , , , , , , , , , , , , , , , , , , 
Q1414765,Q1414765, , , , ,Münchhausenen sindrome,Q642598, , , , , , , , ,C0085277,D016735, , , , 
Q1419434,Q1419434, , , , , , , , , , , , ,295.4, ,C0553814, , , , , 
Q1435409,Q1435409, , , , , , , , , , , , , , ,C0036939,D012753, , , , 
Q1472585,Q1472585, , , , , , , , , , , , , , , , , , , , 
Q1973636,Q1973636, , , , , , , , , , , , , , , , , , , , 
Q2053759,Q2053759, , , , , , , , , , , , , , , , , , , , 
Q2336418,Q2336418, , , , , , , , , , , , , , , , , , , , 
Menstruazioaren aurreko disforia-nahasmendu,Q2728811,Q57859955,Q57859955, , , , , , , , , , ,625.4,N94.3,C0520676,D065446, ,https://eu.wikipedia.org/wiki/Menstruazioaren_aurreko_disforia-nahasmendu, , 
Q2769397,Q2769397, , , , , , , , , , , , , , , , , , , , 
Q3381343,Q3381343, , , , , , , , ,nahasmendu obsesibo-konpultsibo,Q178190, , , , , , , , , , 
Q3406281,Q3406281, , , , , , , , , , , , , , ,C0349291, , , , , 
Q3564396,Q3564396, , , , , , , , , , , , , , , , , , , , 
Q4668562,Q4668562,Q19357654,Q19357654, , , , , , , , , , , , , , , , , , 
Q4795924,Q4795924, , , , ,Arrested Development,Q406469, , , , , , , , , , , , , , 
Q4931259,Q4931259, , , , , , , , , , , , , , , , , , , , 
Q5464019,Q5464019, , , , , , , , , , , , , , , , , , , , 
Q7238040,Q7238040, , , , , , , , , , , , , , , , , , , , 
Q7574962,Q7574962, , , , , , , , , , , , , , , , , , , , 
Q10638540,Q10638540, , , , , , , , , , , , , , , , , , , , 
Q11491595,Q11491595, , , , , , , , , , , , ,302,F64, , , , , , 
Q16642636,Q16642636, , , , , , , , , , , , , , , , , , , , 
Q17285927,Q17285927, , , , ,"Nortasunaren nahasmendu antisozial,sadismo","Q118418,Q5507613", , , , , , , , , , , , , , 
Q25615960,Q25615960, , , , , , , , , , , , , , , , , , , , 
Q90249065,Q90249065, , , , , , , , , , , , , , , , , , , , 
Q110572881,Q110572881, , , , , , , , , , , , , , , , , , , , 
Q111955925,Q111955925, , , , , , , , , , , , , , , , , , , , 
L648846,L648846, , , , , , , , , , , , , , , , , , , , 
L652803,L652803, , , , , , , , , , , , , , , , , , , , 
Q16485,Q16485, , , , ,De Quervainen tenosinobitis,Q517202, , , , , , , , , , , , , , 
Q16488,Q16488, , , , , , , , , , , , , , , ,D050032,C114389, , , 
Q25787,Q25787, , , , , , , , , , , , , ,N96, ,D000026, , , , 
Berezko abortu,Q28693, , , , ,"Q745832,abortu","Q745832,Q8452", , , , , , , , ,C0000786,D000022,C34336,https://eu.wikipedia.org/wiki/Berezko_abortu, ,"Berezko haurgaltze,Hilaurtze,Umegaltze"
Serumaren gaixotasun,Q33121, , , , , , , , , , , , , , , ,D012713,C79718,https://eu.wikipedia.org/wiki/Serumaren_gaixotasun, , 
kartzinoma,Q33525, , ,"Ipilimumab,Lidokaina,Q3877030,Q3891664,Q412616,Q412963,Q413299,Q419143,Q421052,Q423762,Q423989,Q426132,Q4830631,Q7083106,Sirolimus","Q216935,Q2459042,Q32089,Q3877030,Q3891664,Q412616,Q412963,Q413299,Q419143,Q421052,Q423762,Q423989,Q426132,Q4830631,Q7083106",Q397860,Q397860,Q662860,Q662860, , , , , , ,"C0007097,C0553707,C1368683",D002277,"C2916,C3709",https://eu.wikipedia.org/wiki/Kartzinoma,minbizi mota, 
Hemorroide,Q41478, , ,"Euphorbia prostrata,Fenilefrina,Kortisol,Q1240076,Q422745","Q1023705,Q1240076,Q190875,Q421910,Q422745",Q4770165,Q4770165, , , , , , ,"455,455.8",K64,C0019112,D006484,C26792,https://eu.wikipedia.org/wiki/Hemorroide,"Uzkiko zainetan ateratzen den barizea. Barnekoak edo kanpokoak izan daitezke eta faktore askoren eraginez azaltzen dira, bereziki, hipertentsio eta uzkiko esfinterraren atoniaren eraginez","Hemorroidea,Hemorroideak,Odol-piko,Odoluzki,Odoluzkiak"
hipertentsio,Q41861, , ,"Captopril,Espironolaktona,Hidralazina,Minoxidil,Nifedipino,Q10 koentzima,Q1078392,Q1169164,Q1169561,Q155472,Q20078502,Q2072745,Q221520,Q2291605,Q2603363,Q27106078,Q27292429,Q277785,Q280786,Q28859607,Q2889971,Q3332124,Q3342150,Q3791957,Q409468,Q410074,Q410291,Q411325,Q411347,Q412208,Q412221,Q412515,Q412534,Q412621,Q412666,Q413994,Q414873,Q414904,Q415970,Q418101,Q418130,Q418139,Q418857,Q419824,Q419939,Q419995,Q420262,Q420360,Q420644,Q420673,Q421156,Q422185,Q422229,Q423364,Q423804,Q423930,Q424952,Q425289,Q425293,Q425296,Q4747074,Q4747075,Q47495698,Q48566655,Q48566657,Q48566693,Q48566694,Q48566696,Q48566700,Q48566705,Q48566757,Q48566771,Q48566808,Q4890934,Q5199066,Q5263885,Q546434,Q5613542,Q5613557,Q5613599,Q592802,Q596022,Q6457467,Q6823919,Q6827783,Q7227099,Q7272222,Q729213,Q733186,Q7697766,Q7700570,Q784717,Q794162,Q929420,Q944244,Q947266,Q958087,azido etakriniko,bumetanida,erreserpina,furosemida,sodio etakrinatoa,torasemida","Q1078392,Q1169164,Q1169561,Q155472,Q20078502,Q2072745,Q221520,Q2291605,Q2603363,Q27106078,Q27281933,Q27292429,Q275926,Q277785,Q280786,Q28859607,Q2889971,Q321285,Q3332124,Q3342150,Q3791957,Q388801,Q39111,Q407841,Q409468,Q410074,Q410291,Q411325,Q411347,Q412208,Q412221,Q412515,Q412534,Q412621,Q412666,Q413994,Q414873,Q414904,Q415970,Q418101,Q418130,Q418139,Q418571,Q418857,Q419824,Q419939,Q419948,Q419987,Q419995,Q420262,Q420360,Q420644,Q420673,Q421119,Q421156,Q422185,Q422188,Q422229,Q423364,Q423804,Q423930,Q424165,Q424952,Q425289,Q425293,Q425296,Q4747074,Q4747075,Q47495698,Q48566655,Q48566657,Q48566693,Q48566694,Q48566696,Q48566700,Q48566705,Q48566757,Q48566771,Q48566808,Q4890934,Q5199066,Q5263885,Q546434,Q5613542,Q5613557,Q5613599,Q592802,Q596022,Q6457467,Q6823919,Q6827783,Q7227099,Q7272222,Q729213,Q733186,Q7697766,Q7700570,Q784717,Q794162,Q929420,Q944244,Q947266,Q958087","Q1128595,Q18558125","Q1128595,Q18558125", , , , , , ,"401-405.99,997.91","I10,I10-I15,I15","C0020538,C0497247",D006973,C3117,https://eu.wikipedia.org/wiki/Hipertentsio, , 
meningitis,Q48143,"Q28868265,buruko min,fotofobia,goragale,oka,sukar","Q127076,Q186889,Q281289,Q28868265,Q38933,Q86","Amikazina,Q1994556,Q238490,Q411447,Q415336,zeftriaxona","Q1994556,Q238490,Q408529,Q411447,Q415336,Q421713", , , , ,"Haemophilus influenzae,Listeria monocytogenes,Neisseria meningitidis,Streptococcus pneumoniae,birus","Q1141979,Q154625,Q221179,Q292015,Q808","Polimerasaren kate-erreakzioa,Q2916167,Q7933598,Q912313,kultibo mikrobiologiko,ziztada lunbar","Q1125312,Q176996,Q2916167,Q719444,Q7933598,Q912313","322,322.9","G03,G03.9",C0025289,D008581,C26828,https://eu.wikipedia.org/wiki/Meningitis, , 
Q52856,Q52856, , , , , , , , ,diabetes mellitus,Q12206, , , , ,C0206172,D017719, , , , 
Q52859,Q52859, , , , , , , , ,neuropatia,Q945238, , , , , , , , , , 
Q53829,Q53829, , , , , , , , ,Q2465347,Q2465347, , , , , ,D016606,C3415, , , 
takikardia bentrikular,Q56002, , ,"Q409468,Q410061,Q48566660","Q409468,Q410061,Q48566660", , , , , , , , , ,I47.2,C0042514,D017180,C50802,https://eu.wikipedia.org/wiki/Takikardia_bentrikular, , 
haustura,Q68833, , ,"Q408283,Q411781","Q408283,Q411781", , , , ,"nekeagatiko haustura,traumatismo","Q193078,Q41392",Q4115819,Q4115819, , ,C0016658,D050723,C3046,https://eu.wikipedia.org/wiki/Hezur_haustura,hezur baten haustura,hezur-haustura
Q68854,Q68854, , , , ,Q2454710,Q2454710, , ,animalia-eraso,Q17450153, , , ,T63.0,C0037379,D012909, , , , 
Garatxo,Q101971, , , , ,Q97375128,Q97375128, , ,Giza papilomaren birus,Q184627, , , , ,C3665596,D014860, ,https://eu.wikipedia.org/wiki/Garatxo, , 
Hipoxia,Q105688, , , , ,Q1641506,Q1641506, , , , , , , , ,C0700292,D000860,C3890,https://eu.wikipedia.org/wiki/Hipoxia, , 
espastikotasun,Q117060, , ,"Diazepam,Q2149443,Q412221,Q413717,Q416905,Q421274,Q5102983,Q5198674,Q6823309,meprobamato,tizanidina","Q210402,Q2149443,Q412221,Q413717,Q416905,Q418351,Q421274,Q423538,Q5102983,Q5198674,Q6823309",Q7573993,Q7573993, , , , , , , , ,C0026838,D009128,C79750, , , 
Zahi,Q117484, , , , , , , , , , , , ,690.18, ,C0423775,D063807,C111657,https://eu.wikipedia.org/wiki/Zahi_(buru-azala), , 
Q119660,Q119660, , , , , , , , , , , , , , , , , , , , 
Q121576,Q121576, , , , , , , , , , , , , , ,"C1275966,C1961121",D054079,C112117, , , 
Q125466,Q125466, , , , , , , , , , , , , , ,C0233729, , , , , 
hezueri,Q133087,"Eritema,artralgia,hantura,hidrartrosi","Q109186,Q1166142,Q1499629,Q683498","Azido azetilsaliziliko,Ibuprofeno,Koltxizina,Naproxeno,Q3790542,Q409231,Q417296,Q7160794,Q900898,Q963093,alopurinol,diklofenako","Q1215575,Q18216,Q186969,Q244408,Q326224,Q3790542,Q409231,Q412486,Q417296,Q7160794,Q900898,Q963093", , , , , , , , ,"274,274.0,274.00,274.9","M10,M10.9","C0003868,C0018099",D006073,C34650,https://eu.wikipedia.org/wiki/Hezueri, ,Hezueria
Migraina,Q133823,"Korroka,buruko min,fotofobia,goragale,oka","Q127076,Q186889,Q209789,Q281289,Q86","Buprenorfina,Gabapentina,Ibuprofeno,Ketorolako,Lamotrigina,Naproxeno,Q1185089,Q212171,Q218820,Q219957,Q221174,Q4095199,Q409729,Q411932,Q412174,Q415032,Q416978,Q421315,Q421336,Q423364,Q423866,Q5135028,Q58397,Q898407,diklofenako,ergotamina,fentanil,parazetamol","Q1185089,Q1215575,Q186969,Q2014797,Q212171,Q218820,Q219957,Q221174,Q244408,Q407541,Q407721,Q4095199,Q409729,Q410346,Q410352,Q411932,Q412174,Q415032,Q416978,Q419186,Q421315,Q421336,Q423364,Q423866,Q5135028,Q57055,Q58397,Q898407", , , , ,ezezaguna,Q24238356,"Q551875,miaketa fisiko","Q551875,Q835153","346,346.80,346.9,346.90","G43,G43.9,G43.909","C0042331,C0149931,C0744641",D008881,C89715,https://eu.wikipedia.org/wiki/Migraina, , 
Bidaiariaren beherako,Q138885, , , , , , , , , , , , , , ,C0277528, , ,https://eu.wikipedia.org/wiki/Bidaiariaren_beherako, , 
Q142807,Q142807, , , , , , , , , , , , , , , , ,C50808, , , 
Q143607,Q143607, , , , , , , , , , , , , , ,C0017565,D005884, , , , 
Q143790,Q143790, , , , , , , , , , , , , , , ,D055964, , , , 
odontalgia,Q143925, , , , ,Q8261177,Q8261177,Q662860,Q662860, , , , , , , ,D014098, , ,Hortzetako mina, 
Histeria,Q144119, , , , ,Histeria,Q27787137, , , , , , , , , ,D007046, ,https://eu.wikipedia.org/wiki/Histeria, , 
zirrosia,Q147778, , ,"Q15708271,Q19597688,Q2502747,Q27126952,Q353551,Q410551,Q416073,Q420056,Q421862,Q426132,Q5207712,Q7160789,Q7517689,azido etakriniko,bumetanida,furosemida,sodio etakrinatoa,torasemida","Q15708271,Q19597688,Q2502747,Q27126952,Q27281933,Q275926,Q353551,Q388801,Q410551,Q416073,Q418571,Q419948,Q420056,Q421862,Q426132,Q5207712,Q7160789,Q7517689", , , , ,"Hepatitis autoimmune,Q1058608,Q17135346,Q3144934,alkoholismo,hepatitis","Q1058608,Q131742,Q15326,Q17135346,Q3144934,Q786844","ekografia,gibeleko biopsia,odol-analisi,ordenagailu bidezko tomografia axiala","Q234904,Q32566,Q360841,Q886837",571.5,K74.60,"C0023890,C0239946",D008103,C2951,https://eu.wikipedia.org/wiki/Zirrosi,gibeleko gaixotasuna, 
delirium,Q160796, , , , , , , , , , ,Q108525684,Q108525684, , , ,D003693,C2981,https://eu.wikipedia.org/wiki/Delirium, , 
pneumoperitoneo,Q163469, , , , , , , , , , , , , , , ,D011027,C99012,https://eu.wikipedia.org/wiki/Pneumoperitoneo,Barrunbe peritonealean airea egotea, 
